Country,Product_Number,Product_Name,Product_Code,Output_MEUR,CO2_kg_total,CO2_kg_per_MEUR,CH4_kg_total,CH4_kg_per_MEUR,N2O_kg_total,N2O_kg_per_MEUR,Total_CO2e_kg_per_MEUR
CN,15,"Wool, silk-worm cocoons",C_WOOL,9255.02609207,6093562813.11,658405.7951312701,404774.597685,43.73565170516631,78530.7514873,8.485200442015786,661878.9714961488
CN,16,Manure (conventional treatment),C_MANC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,17,Manure (biogas treatment),C_MANB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,18,"Products of forestry, logging and related services (02)",C_FORE,87399.9427196,6720138275.83,76889.50434887374,13695736.4429,156.70189266415437,3456009.64547,39.54247037160778,91755.91199194614
CN,19,Fish and other fishing products; services incidental of fishing (05),C_FISH,378151.843087,666173133.467,1761.6551278152465,21.7733722708,5.757838463262674e-05,2.22036284869,5.871617154009663e-06,1761.658295988562
CN,20,Anthracite,C_ANTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,21,Coking Coal,C_COKC,42931.5091622,17461903281.8,406738.6314286552,388037.928837,9.038534549786025,480514.639733,11.192586729657288,409957.7458794084
CN,22,Other Bituminous Coal,C_OTBC,186027.256526,75664471719.6,406738.63138450787,1681413.78513,9.038534548806819,2082126.20252,11.192586728434565,409957.7458349096
CN,23,Sub-Bituminous Coal,C_SUBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,24,Patent Fuel,C_PATF,359.710553608,146308180.056,406738.63635216426,3251.25630605,9.038534659155722,4026.09161755,11.192586865097915,409957.7508418716
CN,25,Lignite/Brown Coal,C_LIBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,26,BKB/Peat Briquettes,C_BKBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,27,Peat,C_PEAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,28,"Crude petroleum and services related to crude oil extraction, excluding surveying",C_COIL,174184.910816,60026573341.6,344614.0831625134,15963301.757,91.64572110303408,216721.306071,1.2442025262448437,347509.87702285324
CN,29,"Natural gas and services related to natural gas extraction, excluding surveying",C_GASE,7452.6382713,2418217655.01,324478.0662872798,1074444.9107,144.1697384988711,14239.5644257,1.9106743018155534,329021.1476552294
CN,30,Natural Gas Liquids,C_GASL,4.14443981426,1344779.82513,324478.0683032102,597.502807956,144.16973939400435,7.91867469773,1.9106743136874094,329021.14969936945
CN,31,Other Hydrocarbons,C_OGPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,32,Uranium and thorium ores (12),C_ORAN,1362.76252447,5405123481.74,3966298.885304421,596595.964214,437.7842459720014,55063.0135687,40.40543570870125,3989264.284654443
CN,33,Iron ores,C_IRON,12931.8662463,4067966662.57,314569.18785669515,397201.596199,30.7149477603548,41076.8870195,3.176408279914951,316270.95458816254
